prefix,bits,organization,registry
8CBA25,24,"UNION MAN TECHNOLOGY CO.,LTD",MA-L
8CBAFC,24,JOYNEXT GmbH,MA-L
8CBD37,24,Shenzhen Phaten Tech. LTD,MA-L
8CBE24,24,"Tashang Semiconductor(Shanghai) Co., Ltd.",MA-L
8CBE6F,24,Tianyi Telecom Terminals Company Limited,MA-L
8CBEBE,24,Xiaomi Communications Co Ltd,MA-L
8CBF9D,24,Shanghai Xinyou Information Technology Ltd. Co.,MA-L
8CBFA6,24,"Samsung Electronics Co.,Ltd",MA-L
8CBFEA,24,Espressif Inc.,MA-L
8CC121,24,Panasonic Corporation AVC Networks Company,MA-L
8CC246,24,"Apple, Inc.",MA-L
8CC573,24,Xsight Labs LTD.,MA-L
8CC58C,24,"ShenZhen Elsky Technology Co.,LTD",MA-L
8CC5B4,24,Sagemcom Broadband SAS,MA-L
8CC5D0,24,"Samsung Electronics Co.,Ltd",MA-L
8CC5E1,24,"ShenZhen Konka Telecommunication Technology Co.,Ltd",MA-L
8CC661,24,"Current, powered by GE",MA-L
8CC681,24,Intel Corporate,MA-L
8CC7AA,24,Radinet Communications Inc.,MA-L
8CC7C3,24,NETLINK ICT,MA-L
8CC7D0,24,"zhejiang ebang communication co.,ltd",MA-L
8CC84B,24,"CHONGQING FUGUI ELECTRONICS CO.,LTD.",MA-L
8CC8CD,24,"Samsung Electronics Co.,Ltd",MA-L
8CC8F4,24,IEEE Registration Authority,MA-L
8CC9E9,24,"Huawei Device Co., Ltd.",MA-L
8CCB14,24,TBS GmbH,MA-L
8CCBDF,24,FOXCONN INTERCONNECT TECHNOLOGY,MA-L
8CCD55,24,EM Microelectronic,MA-L
8CCDA2,24,"ACTP, Inc.",MA-L
8CCDE8,24,"Nintendo Co., Ltd.",MA-L
8CCDFE,24,"AMPAK Technology,Inc.",MA-L
8CCE4E,24,Espressif Inc.,MA-L
8CCEFD,24,"Shenzhen zhouhai technology co.,LTD",MA-L
8CCF09,24,Dell EMC,MA-L
8CCF5C,24,BEFEGA GmbH,MA-L
8CCF8F,24,ITC Systems,MA-L
8CD066,24,Texas Instruments,MA-L
8CD08B,24,"WuXi Rigosys Technology Co.,LTD",MA-L
8CD0B2,24,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L
8CD17B,24,CG Mobile,MA-L
8CD1A6,24,eero inc.,MA-L
8CD2E9,24,"YOKOTE SEIKO CO., LTD.",MA-L
8CD3A2,24,VisSim AS,MA-L
8CD48E,24,ITEL MOBILE LIMITED,MA-L
8CD54A,24,"TAIYO YUDEN CO.,LTD",MA-L
8CD628,24,Ikor Metering,MA-L
8CD67F,24,EM Microelectronic,MA-L
8CD9D6,24,Xiaomi Communications Co Ltd,MA-L
8CDB25,24,ESG Solutions,MA-L
8CDC02,24,zte corporation,MA-L
8CDCD4,24,Hewlett Packard,MA-L
8CDD0B,24,eero inc.,MA-L
8CDD30,24,"Ruijie Networks Co.,LTD",MA-L
8CDD8D,24,Wifly-City System Inc.,MA-L
8CDE52,24,ISSC Technologies Corp.,MA-L
8CDE99,24,Comlab Inc.,MA-L
8CDEE6,24,"Samsung Electronics Co.,Ltd",MA-L
8CDEF9,24,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L
8CDF2C,24,"vivo Mobile Communication Co., Ltd.",MA-L
8CDF9D,24,NEC Corporation,MA-L
8CE042,24,"vivo Mobile Communication Co., Ltd.",MA-L
8CE081,24,zte corporation,MA-L
8CE117,24,zte corporation,MA-L
8CE2DA,24,Circle Media Inc,MA-L
8CE38E,24,Kioxia Corporation,MA-L
8CE468,24,"Guangzhou Sageran Technology Co., Ltd.",MA-L
8CE4DB,24,"Shenzhen MiaoMing Intelligent Technology Co.,Ltd",MA-L
8CE5C0,24,"Samsung Electronics Co.,Ltd",MA-L
8CE5EF,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
8CE748,24,"Hangzhou Hikvision Digital Technology Co.,Ltd.",MA-L
8CE78C,24,DK Networks,MA-L
8CE7B3,24,Sonardyne International Ltd,MA-L
8CE807,24,"Bouffalo Lab (Nanjing) Co., Ltd.",MA-L
8CE9B4,24,"Zhejiang Dahua Technology Co., Ltd.",MA-L
8CE9EE,24,Intel Corporate,MA-L
8CE9FF,24,Dell Inc.,MA-L
8CEA12,24,"Shenzhen MiaoMing  Intelligent Technology Co.,Ltd",MA-L
8CEA1B,24,Edgecore Networks Corporation,MA-L
8CEA48,24,"Samsung Electronics Co.,Ltd",MA-L
8CEA88,24,Chengdu Yocto Communication Technology Co.Ltd.,MA-L
8CEBC6,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
8CEC4B,24,Dell Inc.,MA-L
8CEC7B,24,"Apple, Inc.",MA-L
8CEDE1,24,Ubiquiti Inc,MA-L
8CEE17,24,GYGES LABS PTE.LTD,MA-L
8CEEC6,24,Precepscion Pty. Ltd.,MA-L
8CEEFD,24,zte corporation,MA-L
8CF0DF,24,"Beijing Zhongyuan Yishang Technology Co.,LTD",MA-L
8CF112,24,"Motorola Mobility LLC, a Lenovo Company",MA-L
8CF228,24,"MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L
8CF319,24,"Siemens Industrial Automation Products Ltd., Chengdu",MA-L
8CF3E7,24,solidotech,MA-L
8CF5A3,24,SAMSUNG ELECTRO-MECHANICS(THAILAND),MA-L
8CF681,24,Silicon Laboratories,MA-L
8CF710,24,"AMPAK Technology, Inc.",MA-L
8CF773,24,Nokia,MA-L
8CF813,24,ORANGE POLSKA,MA-L
8CF8C5,24,Intel Corporate,MA-L
8CF945,24,Power Automation pte Ltd,MA-L
8CF957,24,"RuiXingHengFang Network (Shenzhen) Co.,Ltd",MA-L
8CF9C9,24,"MESADA Technology Co.,Ltd.",MA-L
8CFABA,24,"Apple, Inc.",MA-L
8CFADD,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
8CFCA0,24,"Shenzhen Smart Device Technology Co., LTD.",MA-L
8CFD15,24,Imagine Marketing Private Limited,MA-L
8CFD18,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
8CFD49,24,Espressif Inc.,MA-L
8CFDDE,24,Sagemcom Broadband SAS,MA-L
8CFDF0,24,Qualcomm Inc.,MA-L
8CFE57,24,"Apple, Inc.",MA-L
8CFE74,24,Ruckus Wireless,MA-L
8CFEB4,24,"VSOONTECH ELECTRONICS CO., LIMITED",MA-L
90004E,24,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
9000DB,24,"Samsung Electronics Co.,Ltd",MA-L
900117,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
90013B,24,Sagemcom Broadband SAS,MA-L
900218,24,SKY UK LIMITED,MA-L
90027A,24,"Shenzhen Sworix Techonlogy Co., Ltd",MA-L
90028A,24,"Shenzhen Shidean Legrand Electronic Products Co.,Ltd",MA-L
9002A9,24,"Zhejiang Dahua Technology Co., Ltd.",MA-L
900325,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
90032E,24,Taicang T&W Electronics,MA-L
900371,24,"Quectel Wireless Solutions Co.,Ltd.",MA-L
900372,24,Longnan Junya Digital Technology Co. Ltd.,MA-L
9003B7,24,PARROT SA,MA-L
900628,24,"Samsung Electronics Co.,Ltd",MA-L
9006DB,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
9006F2,24,Texas Instruments,MA-L
900917,24,Far-sighted mobile,MA-L
9009D0,24,Synology Incorporated,MA-L
9009DF,24,Intel Corporate,MA-L
900A1A,24,Taicang T&W Electronics,MA-L
900A39,24,"Wiio, Inc.",MA-L
900A3A,24,PSG Plastic Service GmbH,MA-L
900A48,24,"Samsung Electronics Co.,Ltd",MA-L
900A62,24,Inventus Power Eletronica do Brasil LTDA,MA-L
900A75,24,"New H3C Technologies Co., Ltd",MA-L
900A84,24,"Mellanox Technologies, Inc.",MA-L
900BC1,24,"Sprocomm Technologies CO.,Ltd",MA-L
900C0F,24,"Flume-io, Inc.",MA-L
900CB4,24,"Alinket Electronic Technology Co., Ltd",MA-L
900CC8,24,"Google, Inc.",MA-L
900D66,24,"Digimore Electronics Co., Ltd",MA-L
900DCB,24,Commscope,MA-L
900E83,24,"Monico Monitoring, Inc.",MA-L
900E84,24,eero inc.,MA-L
900E9E,24,"Shenzhen SuperElectron Technology Co.,Ltd.",MA-L
900EB3,24,"Shenzhen Amediatech Technology Co., Ltd.",MA-L
900F0C,24,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,MA-L
901057,24,Intel Corporate,MA-L
901195,24,Amazon Technologies Inc.,MA-L
901234,24,"Shenzhen YOUHUA Technology Co., Ltd",MA-L
9012A1,24,We Corporation Inc.,MA-L
9013DA,24,Athom B.V.,MA-L
9014AF,24,Cambium Networks Limited,MA-L
901506,24,Espressif Inc.,MA-L
901564,24,IEEE Registration Authority,MA-L
9016BA,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
901711,24,Hagenuk Marinekommunikation GmbH,MA-L
90173F,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
90179B,24,Nanomegas,MA-L
9017AC,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
9017C8,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
90185E,24,Apex Tool Group GmbH & Co OHG,MA-L
90187C,24,"SAMSUNG ELECTRO MECHANICS CO., LTD.",MA-L
9018AE,24,"Shanghai Meridian Technologies, Co. Ltd.",MA-L
901900,24,SCS SA,MA-L
901A4F,24,EM Microelectronic,MA-L
901ACA,24,Commscope,MA-L
901B0E,24,Fujitsu Technology Solutions GmbH,MA-L
901C9E,24,Alcatel-Lucent Enterprise,MA-L
901D27,24,zte corporation,MA-L
901EDD,24,GREAT COMPUTER CORPORATION,MA-L
901F09,24,Silicon Laboratories,MA-L
901F94,24,TP-Link Systems Inc.,MA-L
90203A,24,"BYD Precision Manufacture Co.,Ltd",MA-L
902083,24,General Engine Management Systems Ltd.,MA-L
9020C2,24,Hewlett Packard Enterprise,MA-L
9020D7,24,Microsoft Corporation,MA-L
902106,24,SKY UK LIMITED,MA-L
90212E,24,Apption Labs Ltd,MA-L
902155,24,HTC Corporation,MA-L
902181,24,"Shanghai Huaqin Telecom Technology Co.,Ltd",MA-L
90235B,24,Amazon Technologies Inc.,MA-L
9023B4,24,"New H3C Technologies Co., Ltd",MA-L
9023EC,24,"Availink, Inc.",MA-L
9025F2,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
90272B,24,Algorab S.r.l.,MA-L
902759,24,"Nanjing Jiahao Technology Co., Ltd.",MA-L
902778,24,Open Infrastructure,MA-L
9027E4,24,"Apple, Inc.",MA-L
9028F6,24,"Wuhan Yangtze Optical Technology CO.,Ltd.",MA-L
902962,24,"Linkpower Microelectronics Co., Ltd.",MA-L
902AEE,24,Xiaomi Communications Co Ltd,MA-L
902B34,24,"GIGA-BYTE TECHNOLOGY CO.,LTD.",MA-L
902BD2,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
902C09,24,"Apple, Inc.",MA-L
902CC7,24,C-MAX Asia Limited,MA-L
902CFB,24,"CanTops Co,.Ltd.",MA-L
902D77,24,Edgecore Americas Networking Corporation,MA-L
902E16,24,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
902E1C,24,Intel Corporate,MA-L
902E87,24,LabJack,MA-L
9030D6,24,"Quectel Wireless Solutions Co.,Ltd.",MA-L
90314B,24,AltoBeam Inc.,MA-L
903196,24,"SHENZHEN IP-COM NETWORKS CO.,LTD.",MA-L
9031CD,24,Onyx Healthcare Inc.,MA-L
90324B,24,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
90342B,24,"Gatekeeper Systems, Inc.",MA-L
9034FC,24,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
90356E,24,Vodafone Omnitel N.V.,MA-L
9035A2,24,"Apple, Inc.",MA-L
9035EA,24,Silicon Laboratories,MA-L
9036B2,24,TRATON AB,MA-L
903809,24,Ericsson AB,MA-L
90380C,24,Espressif Inc.,MA-L
9038DF,24,Changzhou Tiannengbo System Co. Ltd.,MA-L
90395E,24,Silicon Laboratories,MA-L
90395F,24,Amazon Technologies Inc.,MA-L
903A72,24,Ruckus Wireless,MA-L
903AA0,24,Nokia,MA-L
903AE6,24,PARROT SA,MA-L
903C1D,24,"HISENSE VISUAL TECHNOLOGY CO.,LTD",MA-L
903C92,24,"Apple, Inc.",MA-L
903CAE,24,"Yunnan KSEC Digital Technology Co.,Ltd.",MA-L
903CB3,24,Edgecore Networks Corporation,MA-L
903CDA,24,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
903D5A,24,Shenzhen Wision Technology Holding Limited,MA-L
903D68,24,"G-Printec, Inc.",MA-L
903D6B,24,Zicon Technology Corp.,MA-L
903DBD,24,SECURE METERS LIMITED,MA-L
903E7F,24,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
903EAB,24,Commscope,MA-L
903F86,24,"New H3C Technologies Co., Ltd",MA-L
903FC3,24,"Huawei Device Co., Ltd.",MA-L
903FEA,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
9041B2,24,Ubiquiti Inc,MA-L
9043E2,24,"Cornami, Inc",MA-L
904506,24,Tokyo Boeki Medisys Inc.,MA-L
904528,24,"Nintendo Co.,Ltd",MA-L
9046A2,24,Tedipay UK Ltd,MA-L
9046B7,24,Vadaro Pte Ltd,MA-L
904716,24,RORZE CORPORATION,MA-L
90473C,24,"China Mobile Group Device Co.,Ltd.",MA-L
904748,24,Sony Interactive Entertainment Inc.,MA-L
9047C2,24,Intel Corporate,MA-L
904846,24,Texas Instruments,MA-L
90486C,24,Ring LLC,MA-L
90489A,24,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
904992,24,"YSTen Technology Co.,Ltd",MA-L
9049FA,24,Intel Corporate,MA-L
904C02,24,"vivo Mobile Communication Co., Ltd.",MA-L
904C81,24,Hewlett Packard Enterprise,MA-L
904CC5,24,"Apple, Inc.",MA-L
904CE5,24,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
904D4A,24,Sagemcom Broadband SAS,MA-L
904DC3,24,Flonidan A/S,MA-L
904DE2,24,"Apple, Inc.",MA-L
904E2B,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
904E91,24,IEEE Registration Authority,MA-L
90505A,24,"unGlue, Inc",MA-L
90507B,24,Advanced PANMOBIL Systems GmbH & Co. KG,MA-L
9050CA,24,Hitron Technologies. Inc,MA-L
90513F,24,Elettronica Santerno SpA,MA-L
9051F8,24,Hewlett Packard Enterprise,MA-L
9052BF,24,"Sichuan Tianyi Comheart Telecom Co.,LTD",MA-L
905446,24,TES ELECTRONIC SOLUTIONS,MA-L
9054B7,24,Eltex Enterprise LTD,MA-L
9055AE,24,"Ericsson, EAB/RWI/K",MA-L
9055DE,24,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
905607,24,"Sichuan AI-Link Technology Co., Ltd.",MA-L
905671,24,"Cisco Systems, Inc",MA-L
905682,24,Lenbrook Industries Limited,MA-L
905692,24,Autotalks Ltd.,MA-L
9056FC,24,TECNO MOBILE LIMITED,MA-L
905851,24,Vantiva USA LLC,MA-L
90593C,24,AZ-TECHNOLOGY SDN BHD,MA-L
9059AF,24,Texas Instruments,MA-L
905A08,24,"Super Micro Computer, Inc.",MA-L
905C34,24,Sirius Electronic Systems Srl,MA-L
905C44,24,"Compal Broadband Networks, Inc.",MA-L
905D7C,24,"New H3C Technologies Co., Ltd",MA-L
905E44,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
905F2E,24,TCT mobile ltd,MA-L
905F7A,24,"Apple, Inc.",MA-L
905F8D,24,modas GmbH,MA-L
9060F1,24,"Apple, Inc.",MA-L
90610C,24,Fida International (S) Pte Ltd,MA-L
9061AE,24,Intel Corporate,MA-L
90623F,24,"Apple, Inc.",MA-L
90633B,24,"Samsung Electronics Co.,Ltd",MA-L
90649B,24,Espressif Inc.,MA-L
9064AD,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
906560,24,EM Microelectronic,MA-L
906584,24,Intel Corporate,MA-L
906717,24,Alphion India Private Limited,MA-L
90671C,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
9067B5,24,Alcatel-Lucent,MA-L
9067F3,24,Alcatel Lucent,MA-L
9068C3,24,"Motorola Mobility LLC, a Lenovo Company",MA-L
906976,24,Withrobot Inc.,MA-L
906A94,24,"hangzhou huacheng network technology co., ltd",MA-L
906AEB,24,Microsoft Corporation,MA-L
906C4B,24,Advance Security Electronics,MA-L
906CAC,24,"Fortinet, Inc.",MA-L
906D05,24,"BXB ELECTRONICS CO., LTD",MA-L
906D62,24,Cambium Networks Limited,MA-L
906DC8,24,DLG Automação Industrial Ltda,MA-L
906EBB,24,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
906F18,24,"Afero, Inc.",MA-L
906FA7,24,"Funshion Online Technologies Co.,Ltd",MA-L
906FA9,24,"NANJING PUTIAN TELECOMMUNICATIONS TECHNOLOGY CO.,LTD.",MA-L
907025,24,"Garea Microsys Co.,Ltd.",MA-L
907065,24,Texas Instruments,MA-L
907069,24,Espressif Inc.,MA-L
9070BF,24,Mimosa Networks,MA-L
9070D3,24,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
907240,24,"Apple, Inc.",MA-L
907282,24,Sagemcom Broadband SAS,MA-L
90735A,24,"Motorola Mobility LLC, a Lenovo Company",MA-L
90742E,24,"New H3C Technologies Co., Ltd",MA-L
90749D,24,"IRay Technology Co., Ltd.",MA-L
9074AE,24,AzureWave Technology Inc.,MA-L
9074F2,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
9075BC,24,"Nokia Shanghai Bell Co., Ltd.",MA-L
9075DE,24,Zebra Technologies Inc.,MA-L
90769F,24,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",MA-L
9077EE,24,"Cisco Systems, Inc",MA-L
907841,24,Intel Corporate,MA-L
9078B2,24,Xiaomi Communications Co Ltd,MA-L
907910,24,Integrated Device Technology (Malaysia) Sdn. Bhd.,MA-L
907990,24,Benchmark Electronics Romania SRL,MA-L
9079CF,24,zte corporation,MA-L
907A0A,24,Gebr. Bode GmbH & Co KG,MA-L
907A28,24,Beijing Morncloud Information And Technology Co. Ltd.,MA-L
907A58,24,Zegna-Daidong Limited,MA-L
907ABE,24,GSD VIET NAM TECHNOLOGY COMPANY LIMITED,MA-L
907ADA,24,CHINA DRAGON TECHNOLOGY LIMITED,MA-L
907AF1,24,Wally,MA-L
907BC6,24,Texas Instruments,MA-L
907E30,24,LARS,MA-L
907E43,24,zte corporation,MA-L
907EBA,24,"UTEK TECHNOLOGY (SHENZHEN) CO.,LTD",MA-L
907F61,24,"Chicony Electronics Co., Ltd.",MA-L
908060,24,Nilfisk A/S,MA-L
90808F,24,"Huawei Device Co., Ltd.",MA-L
90812A,24,"Apple, Inc.",MA-L
908158,24,"Apple, Inc.",MA-L
908175,24,"Samsung Electronics Co.,Ltd",MA-L
908260,24,IEEE 1904.1 Working Group,MA-L
9082C3,24,Quanta Computer Inc.,MA-L
90834B,24,"BEIJING YUNYI TIMES TECHNOLOGY CO,.LTD",MA-L
90837A,24,General Electric Water & Process Technologies,MA-L
90837E,24,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
90840D,24,"Apple, Inc.",MA-L
90842B,24,LEGO System A/S,MA-L
90848B,24,"HDR10+ Technologies, LLC",MA-L
90848E,24,"FUJIAN STAR-NET COMMUNICATION CO.,LTD",MA-L
908674,24,"Sichuan Tianyi Comheart Telecom Co.,LTD",MA-L
90869B,24,zte corporation,MA-L
908855,24,"Cisco Systems, Inc",MA-L
9088A2,24,IONICS TECHNOLOGY ME LTDA,MA-L
9088A9,24,IEEE Registration Authority,MA-L
908938,24,"Hefei Linkin Technology Co., Ltd.",MA-L
90895F,24,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",MA-L
908A80,24,"Cisco Systems, Inc",MA-L
908C09,24,Total Phase,MA-L
908C43,24,"Apple, Inc.",MA-L
908C44,24,"H.K ZONGMU TECHNOLOGY CO., LTD.",MA-L
908C63,24,"GZ Weedong Networks Technology Co. , Ltd",MA-L
908D1D,24,GH Technologies,MA-L
908D6C,24,"Apple, Inc.",MA-L
908D6E,24,Dell Inc.,MA-L
908D78,24,D-Link International,MA-L
908FCF,24,"UNO System Co., Ltd",MA-L
90903C,24,TRISON TECHNOLOGY CORPORATION,MA-L
909060,24,RSI VIDEO TECHNOLOGIES,MA-L
909164,24,"ChongQing Lavid Technology Co., Ltd.",MA-L
90916E,24,"nFore Technology Co., Ltd.",MA-L
90922C,24,"Changzhi City Zhouyi Hengtong Information Security Co.,Ltd.",MA-L
9092B4,24,Diehl BGT Defence GmbH & Co. KG,MA-L
90935A,24,Commscope,MA-L
90940A,24,"Analog Devices, Inc",MA-L
909497,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
9094E4,24,D-Link International,MA-L
909507,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
9096F3,24,BUFFALO.INC,MA-L
9097D5,24,Espressif Inc.,MA-L
9097F3,24,"Samsung Electronics Co.,Ltd",MA-L
909838,24,"Huawei Device Co., Ltd.",MA-L
909864,24,Impex-Sat GmbH&amp;Co KG,MA-L
909877,24,Vestel Elektronik San ve Tic. A.S.,MA-L
909916,24,ELVEES NeoTek OJSC,MA-L
909A4A,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L
909A77,24,Texas Instruments,MA-L
909B6F,24,"Apple, Inc.",MA-L
909C4A,24,"Apple, Inc.",MA-L
909D7D,24,Commscope,MA-L
909DAC,24,Infinix mobility limited,MA-L
909DE0,24,Newland Design + Assoc. Inc.,MA-L
909E24,24,ekey biometric systems gmbh,MA-L
909F22,24,Zyxel Communications Corporation,MA-L
909F33,24,EFM Networks,MA-L
909F43,24,Accutron Instruments Inc.,MA-L
90A0BE,24,Cannice,MA-L
90A137,24,"Beijing Splendidtel Communication Technology Co,. Ltd",MA-L
90A196,24,Private,MA-L
90A1BA,24,PNetworks Electronics Information,MA-L
90A210,24,United Telecoms Ltd,MA-L
90A25B,24,"Apple, Inc.",MA-L
90A2DA,24,GHEO SA,MA-L
90A365,24,HMD Global Oy,MA-L
90A46A,24,"SISNET CO., LTD",MA-L
90A4DE,24,WNC Corporation,MA-L
90A57D,24,"Huawei Device Co., Ltd.",MA-L
90A5AF,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
90A62F,24,NAVER,MA-L
90A6BF,24,"Quectel Wireless Solutions Co.,Ltd.",MA-L
90A783,24,JSW PACIFIC CORPORATION,MA-L
90A7BF,24,EM Microelectronic,MA-L
90A7C1,24,Pakedge Device and Software Inc.,MA-L
90A822,24,Amazon Technologies Inc.,MA-L
90A935,24,JWEntertainment,MA-L
90A9F7,24,IEEE Registration Authority,MA-L
90AAC3,24,Hitron Technologies. Inc,MA-L
90AB96,24,Silicon Laboratories,MA-L
90AC3F,24,BrightSign LLC,MA-L
90AC6D,24,"Apple, Inc.",MA-L
90ADF7,24,"vivo Mobile Communication Co., Ltd.",MA-L
90ADFC,24,"Telechips, Inc.",MA-L
90AE1B,24,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L
90AF59,24,Choice IT Global LLC,MA-L
90AFD1,24,"netKTI Co., Ltd",MA-L
90B021,24,Intel Corporate,MA-L
90B0ED,24,"Apple, Inc.",MA-L
90B11C,24,Dell Inc.,MA-L
90B134,24,Commscope,MA-L
90B141,24,"Motorola Mobility LLC, a Lenovo Company",MA-L
90B144,24,"Samsung Electronics Co.,Ltd",MA-L
90B176,24,Intel Corporate,MA-L
90B1E0,24,"Beijing Nebula Link Technology Co., Ltd",MA-L
90B21F,24,"Apple, Inc.",MA-L
90B339,24,Espressif Inc.,MA-L
90B4DD,24,ZPT R&D,MA-L
90B57F,24,"Shenzhen iComm Semiconductor CO.,LTD",MA-L
90B622,24,"Samsung Electronics Co.,Ltd",MA-L
90B67A,24,"Shenzhen Skyworth Digital  Technology  CO., Ltd",MA-L
90B685,24,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",MA-L
90B686,24,"Murata Manufacturing Co., Ltd.",MA-L
90B790,24,"Apple, Inc.",MA-L
90B832,24,"Extreme Networks, Inc.",MA-L
90B8D0,24,"Joyent, Inc.",MA-L
90B8E0,24,"SHENZHEN YANRAY TECHNOLOGY CO.,LTD",MA-L
90B931,24,"Apple, Inc.",MA-L
90B942,24,zte corporation,MA-L
90B97D,24,Johnson Outdoors Marine Electronics d/b/a Minnkota,MA-L
90B9F9,24,"Motorola Mobility LLC, a Lenovo Company",MA-L
90BA09,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
90BDE6,24,"Quectel Wireless Solutions Co.,Ltd.",MA-L
90BFD9,24,Smart Innovation LLC,MA-L
90C115,24,Sony Corporation,MA-L
90C119,24,Nokia,MA-L
90C1C6,24,"Apple, Inc.",MA-L
90C35F,24,"Nanjing Jiahao Technology Co., Ltd.",MA-L
90C54A,24,"vivo Mobile Communication Co., Ltd.",MA-L
90C682,24,IEEE Registration Authority,MA-L
90C710,24,zte corporation,MA-L
90C792,24,Commscope,MA-L
90C7D8,24,zte corporation,MA-L
90C952,24,"Durin, Inc",MA-L
90C97E,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
90C99B,24,Tesorion Nederland B.V.,MA-L
90CAFA,24,"Google, Inc.",MA-L
90CBA3,24,TECNO MOBILE LIMITED,MA-L
90CC24,24,"Synaptics, Inc",MA-L
90CC7A,24,"Huawei Device Co., Ltd.",MA-L
90CCDF,24,Intel Corporate,MA-L
90CD1F,24,"Quectel Wireless Solutions Co.,Ltd.",MA-L
90CDB6,24,"Hon Hai Precision Ind. Co.,Ltd.",MA-L
90CDE8,24,"Apple, Inc.",MA-L
90CEB8,24,Texas Instruments,MA-L
90CF15,24,Nokia Corporation,MA-L
90CF6F,24,Dlogixs Co Ltd,MA-L
90CF7D,24,"Qingdao Hisense Communications Co.,Ltd.",MA-L
90D092,24,"HUMAX Co., Ltd.",MA-L
90D11B,24,Palomar Medical Technologies,MA-L
90D20B,24,"Nokia Shanghai Bell Co., Ltd.",MA-L
90D3CF,24,ASKEY COMPUTER CORP,MA-L
90D432,24,zte corporation,MA-L
90D473,24,"vivo Mobile Communication Co., Ltd.",MA-L
90D529,24,ACCTON TECHNOLOGY CORPORATION,MA-L
90D689,24,"Huahao Fangzhou Technology Co.,Ltd",MA-L
90D733,24,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
90D74F,24,Bookeen,MA-L
90D7BE,24,Wavelab Global Inc.,MA-L
90D7EB,24,Texas Instruments,MA-L
90D852,24,"Comtec Co., Ltd.",MA-L
90D8F3,24,zte corporation,MA-L
90D92C,24,HUG-WITSCHI AG,MA-L
90DA4E,24,AVANU,MA-L
90DA6A,24,"FOCUS H&S Co., Ltd.",MA-L
90DA72,24,Espressif Inc.,MA-L
90DAF9,24,Siemens Rail Automation SAU,MA-L
90DB46,24,"E-LEAD ELECTRONIC CO., LTD",MA-L
90DD5D,24,"Apple, Inc.",MA-L
90DE80,24,"Shenzhen Century Xinyang Technology Co., Ltd",MA-L
90DF06,24,Ciena Corporation,MA-L
90DF7D,24,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.",MA-L
90DFB7,24,s.m.s smart microwave sensors GmbH,MA-L
90DFFB,24,HOMERIDER SYSTEMS,MA-L
90E0F0,24,IEEE 1722a Working Group,MA-L
90E17B,24,"Apple, Inc.",MA-L
90E202,24,Texas Instruments,MA-L
90E2BA,24,Intel Corporate,MA-L
90E2FC,24,IEEE Registration Authority,MA-L
